Row_ID,Trigger_Type,Stripper,Watcher,Event_Item,Stripper_Lost,Watcher_Lost,Condition_Expr,Priority,Dialogue_Key,Tooltip,Starting_Background_Override
PLAYER_LOSE_SHIRT_VS_ASHELY_LOST_PANTS,ITEM_LOST,PLAYER,ASHELY,SHIRT,SHIRT,HAIRBAND;JACKET;SHIRT;PANTS,,1,PLAYER_STRIP_SHIRT_FAR_AHEAD,,
PLAYER_LOSE_SHIRT_VS_ASHELY_LOST_BRA,ITEM_LOST,PLAYER,ASHELY,SHIRT,SHIRT,HAIRBAND;JACKET;SHIRT;PANTS;BRA,,1,PLAYER_STRIP_SHIRT_VERY_FAR_AHEAD,,
PLAYER_LOSE_PANTS_VS_ASHELY_CLOTHED,ITEM_LOST,PLAYER,ASHELY,PANTS,SHIRT;PANTS,NONE,,1,PLAYER_STRIP_PANTS_SLIP,,
PLAYER_LOSE_PANTS_VS_ASHELY_LOST_HAIRBAND,ITEM_LOST,PLAYER,ASHELY,PANTS,SHIRT;PANTS,HAIRBAND,,1,PLAYER_STRIP_PANTS_SLIP,,
PLAYER_LOSE_PANTS_VS_ASHELY_LOST_JACKET,ITEM_LOST,PLAYER,ASHELY,PANTS,SHIRT;PANTS,HAIRBAND;JACKET,,1,PLAYER_STRIP_PANTS_SLIP,,
PLAYER_LOSE_PANTS_VS_ASHELY_LOST_SHIRT,ITEM_LOST,PLAYER,ASHELY,PANTS,SHIRT;PANTS,HAIRBAND;JACKET;SHIRT,,1,PLAYER_STRIP_PANTS_PANTS,,
PLAYER_LOSE_PANTS_VS_ASHELY_LOST_PANTS,ITEM_LOST,PLAYER,ASHELY,PANTS,SHIRT;PANTS,HAIRBAND;JACKET;SHIRT;PANTS,,1,PLAYER_STRIP_PANTS_BRA,,
PLAYER_LOSE_PANTS_VS_ASHELY_LOST_BRA,ITEM_LOST,PLAYER,ASHELY,PANTS,SHIRT;PANTS,HAIRBAND;JACKET;SHIRT;PANTS;BRA,,1,PLAYER_STRIP_PANTS_NO_BRA,,
PLAYER_LOSE_BOXERS_VS_ASHELY_CLOTHED,ITEM_LOST,PLAYER,ASHELY,BOXERS,SHIRT;PANTS;BOXERS,NONE,,1,PLAYER_STRIP_UNDERWEAR,,
PLAYER_LOSE_BOXERS_VS_ASHELY_LOST_HAIRBAND,ITEM_LOST,PLAYER,ASHELY,BOXERS,SHIRT;PANTS;BOXERS,HAIRBAND,,1,PLAYER_STRIP_UNDERWEAR,,
PLAYER_LOSE_BOXERS_VS_ASHELY_LOST_JACKET,ITEM_LOST,PLAYER,ASHELY,BOXERS,SHIRT;PANTS;BOXERS,HAIRBAND;JACKET,,1,PLAYER_STRIP_UNDERWEAR,,
PLAYER_LOSE_BOXERS_VS_ASHELY_LOST_SHIRT,ITEM_LOST,PLAYER,ASHELY,BOXERS,SHIRT;PANTS;BOXERS,HAIRBAND;JACKET;SHIRT,,1,PLAYER_STRIP_UNDERWEAR,,
PLAYER_LOSE_BOXERS_VS_ASHELY_LOST_PANTS,ITEM_LOST,PLAYER,ASHELY,BOXERS,SHIRT;PANTS;BOXERS,HAIRBAND;JACKET;SHIRT;PANTS,,1,PLAYER_STRIP_UNDERWEAR,,
PLAYER_LOSE_BOXERS_VS_ASHELY_LOST_BRA,ITEM_LOST,PLAYER,ASHELY,BOXERS,SHIRT;PANTS;BOXERS,HAIRBAND;JACKET;SHIRT;PANTS;BRA,,1,PLAYER_STRIP_UNDERWEAR,,
PLAYER_LOSE_XTRA LIFE_VS_ASHELY_CLOTHED,ITEM_LOST,PLAYER,ASHELY,XTRA LIFE,SHIRT;PANTS;BOXERS;XTRA LIFE,NONE,,1,PLAYER_STRIP_ALL_SHIRT_ON,,
PLAYER_LOSE_XTRA LIFE_VS_ASHELY_LOST_HAIRBAND,ITEM_LOST,PLAYER,ASHELY,XTRA LIFE,SHIRT;PANTS;BOXERS;XTRA LIFE,HAIRBAND,,1,PLAYER_STRIP_ALL_SHIRT_ON,,
PLAYER_LOSE_XTRA LIFE_VS_ASHELY_LOST_JACKET,ITEM_LOST,PLAYER,ASHELY,XTRA LIFE,SHIRT;PANTS;BOXERS;XTRA LIFE,HAIRBAND;JACKET,,1,PLAYER_STRIP_ALL_SHIRT_ON,,
PLAYER_LOSE_XTRA LIFE_VS_ASHELY_LOST_SHIRT,ITEM_LOST,PLAYER,ASHELY,XTRA LIFE,SHIRT;PANTS;BOXERS;XTRA LIFE,HAIRBAND;JACKET;SHIRT,,1,PLAYER_STRIP_ALL_NO_PANTS,,
PLAYER_LOSE_XTRA LIFE_VS_ASHELY_LOST_PANTS,ITEM_LOST,PLAYER,ASHELY,XTRA LIFE,SHIRT;PANTS;BOXERS;XTRA LIFE,HAIRBAND;JACKET;SHIRT;PANTS,,1,PLAYER_STRIP_ALL_NO_PANTS,,
PLAYER_LOSE_XTRA LIFE_VS_ASHELY_LOST_BRA,ITEM_LOST,PLAYER,ASHELY,XTRA LIFE,SHIRT;PANTS;BOXERS;XTRA LIFE,HAIRBAND;JACKET;SHIRT;PANTS;BRA,,1,PLAYER_STRIP_ALL_NO_BRA,,
